personId,professionId
nm0290358,20
nm0722000,20
nm0548943,20
nm0539794,20
nm0503594,20
nm0579673,20
nm0809059,20
nm5701899,20
nm0821205,20
nm0774817,20
nm0477158,20
nm0233827,20
nm0119322,20
nm0156816,20
nm0259689,20
nm0374189,20
nm0338513,20
nm0004637,20
nm0786707,20
nm0866462,20
nm0484981,20
nm0660031,20
nm0742475,20
nm0151434,20
nm0123785,20
nm0630119,20
nm0881279,20
nm0711235,20
nm0772834,20
nm0386246,20
nm0367431,20
nm0069483,20
nm0402950,20
nm0602885,20
nm0768817,20
nm0755868,20
nm0898288,20
nm0246404,20
nm0634530,20
nm0080289,20
nm0325549,20
nm0117779,20
nm0773685,20
nm0269751,20
nm0124833,20
nm0522487,20
nm0541721,20
nm0461772,20
nm0266239,20
nm0033490,20
nm0000180,20
nm2111404,20
nm1154184,20
nm0244891,20
nm2243405,20
nm0003433,20
nm0817929,20
nm0548929,20
nm0572492,20
nm0836328,20
nm0346537,20
nm0357310,20
nm0270458,20
nm0672459,20
nm0185088,20
nm0368359,20
nm0415663,20
nm0642714,20
nm0753276,20
nm1167933,20
nm0801184,20
nm0339856,20
nm0325358,20
nm0369879,20
nm0702036,20
nm0136057,20
nm0936404,20
nm0353091,20
nm0357421,20
nm0493339,20
nm0310797,20
nm0521554,20
nm0386227,20
nm0177504,20
nm0906307,20
nm0741013,20
nm0669311,20
nm0010471,20
nm0950391,20
nm0800943,20
nm0829054,20
nm0614107,20
nm0398167,20
nm0175722,20
nm0000814,20
nm0606211,20
nm0001030,20
nm0380670,20
nm0236405,20
nm0556067,20
nm0398343,20
nm0290358,4
nm0722000,4
nm0548943,4
nm0539794,4
nm0503594,4
nm0809059,4
nm5701899,4
nm0823330,4
nm0821205,4
nm0774817,4
nm0477158,4
nm0119322,4
nm0156816,4
nm0338513,4
nm0004637,4
nm0786707,4
nm0866462,4
nm0484981,4
nm0122079,4
nm0742475,4
nm0881279,4
nm0711235,4
nm0772834,4
nm0367431,4
nm0402950,4
nm0602885,4
nm0768817,4
nm0755868,4
nm0634530,4
nm0080289,4
nm0325549,4
nm0117779,4
nm0773685,4
nm0124833,4
nm0522487,4
nm0541721,4
nm0461772,4
nm0033490,4
nm1154184,4
nm0244891,4
nm0270458,4
nm0185088,4
nm0368359,4
nm0642714,4
nm0206154,4
nm0801184,4
nm0339856,4
nm0325358,4
nm0369879,4
nm0136057,4
nm0357421,4
nm0493339,4
nm0310797,4
nm0521554,4
nm0177504,4
nm0669311,4
nm0010471,4
nm0950391,4
nm0800943,4
nm0829054,4
nm0175722,4
nm0380670,4
nm0556067,4
nm0398343,4
nm0290358,23
nm0579673,23
nm0809059,23
nm0001897,23
nm0233827,23
nm0259689,23
nm0374189,23
nm0004637,23
nm0866462,23
nm0005852,23
nm0951763,23
nm0123785,23
nm0630119,23
nm0124833,23
nm0923118,23
nm0218760,23
nm0244891,23
nm3918035,23
nm0598971,23
nm0368359,23
nm0260556,23
nm0415663,23
nm0214303,23
nm0353091,23
nm0357421,23
nm0310797,23
nm0386227,23
nm1244349,23
nm0614107,23
nm0000209,25
nm0000151,25
nm0348409,25
nm0006669,25
nm0000175,25
nm0000008,25
nm0000199,25
nm0001001,25
nm0000553,25
nm0000146,25
nm0001426,25
nm0447745,25
nm0000134,25
nm0000380,25
nm0000020,25
nm0002011,25
nm0000842,25
nm0275835,25
nm0000288,25
nm0005132,25
nm0001173,25
nm0000323,25
nm0000704,25
nm0001557,25
nm0005212,25
nm0089217,25
nm8662749,25
nm0913300,25
nm0000237,25
nm0000168,25
nm0000246,25
nm0000233,25
nm0004744,25
nm0801728,25
nm0000093,25
nm0001570,25
nm0001533,25
nm0340260,25
nm0000399,25
nm0657333,25
nm0880243,25
nm0000142,25
nm0908919,25
nm0001812,25
nm0321294,25
nm0898812,25
nm0408488,25
nm0000293,25
nm0000138,25
nm0330687,25
nm0680983,25
nm0913822,25
nm1421814,25
nm8904193,25
nm0005494,25
nm0000158,25
nm0000641,25
nm0343165,25
nm0564768,25
nm0000434,25
nm0000148,25
nm0001850,25
nm0449984,25
nm0000206,25
nm0000401,25
nm0915989,25
nm0005428,25
nm0000140,25
nm0000197,25
nm0077720,25
nm0110480,25
nm0001232,25
nm0369142,25
nm0450181,25
nm0000501,25
nm0000582,25
nm0000217,25
nm0000841,25
nm0005686,25
nm0000905,25
nm0134493,25
nm0243842,25
nm0148437,25
nm1179105,25
nm1129884,25
nm0618690,25
nm1249574,25
nm0513130,25
nm0000071,25
nm0000859,25
nm0593775,25
nm0352443,25
nm0882588,25
nm0000164,25
nm0095029,25
nm0768324,25
nm0000216,25
nm0000411,25
nm0001598,25
nm0936537,25
nm0000354,25
nm0001744,25
nm0122653,25
nm0330428,25
nm0619938,25
nm0410968,25
nm0848533,25
nm0000228,25
nm0001825,25
nm0465745,25
nm0451787,25
nm0000027,25
nm0003817,25
nm0001556,25
nm0997115,25
nm0000190,25
nm0001536,25
nm0793766,25
nm0554204,25
nm0000150,25
nm0000502,25
nm0000417,25
nm0000007,25
nm0002134,25
nm0001647,25
nm0002031,25
nm0462321,25
nm0004778,25
nm0470981,25
nm0277975,25
nm0000591,25
nm0367838,25
nm0071452,25
nm0764963,25
nm0851302,25
nm0636435,25
nm0000314,25
nm0001673,25
nm0006872,25
nm1886602,25
nm0799777,25
nm0001663,25
nm0484123,25
nm0000128,25
nm0001618,25
nm0001657,25
nm0000578,25
nm0001260,25
nm0000321,25
nm0001590,25
nm0000286,25
nm0001741,25
nm0000242,25
nm0538320,25
nm0159039,25
nm0000111,25
nm0000460,25
nm0000469,25
nm1133525,25
nm0167388,25
nm1082477,25
nm0000640,25
nm0002078,25
nm0000643,25
nm0000457,25
nm0639321,25
nm0318429,25
nm0000606,25
nm0000198,25
nm0000732,25
nm0000122,25
nm0616729,25
nm0139714,25
nm0188357,25
nm0005906,25
nm0305087,25
nm0074788,25
nm0761866,25
nm0005806,25
nm0174682,25
nm0003424,25
nm0090008,25
nm0179819,25
nm0814280,25
nm1310525,25
nm6079248,25
nm0634159,25
nm0134073,25
nm0868153,25
nm0413168,25
nm0000154,25
nm0001526,25
nm0005171,25
nm0202704,25
nm0001638,25
nm0344963,25
nm0921044,25
nm0071059,25
nm0118164,25
nm0515950,25
nm0001079,25
nm0293550,25
nm0722636,25
nm0000719,25
nm0001371,25
nm0234541,25
nm0537004,25
nm0000299,25
nm0755403,25
nm0307531,25
nm0929609,25
nm0004056,25
nm9862858,25
nm9862860,25
nm2759610,25
nm0177896,25
nm1126340,25
nm6954008,25
nm4271336,25
nm2159926,25
nm0991810,25
nm0000375,25
nm0262635,25
nm0749263,25
nm1165110,25
nm0751648,25
nm1321655,25
nm1321656,25
nm0498278,25
nm0642988,25
nm0306786,25
nm0199787,25
nm0317970,25
nm5645519,25
nm0305558,25
nm0000973,25
nm0017690,25
nm0004937,25
nm0910607,25
nm0362766,25
nm0000034,25
nm0002233,25
nm0451148,25
nm0534856,25
nm0430785,25
nm0158856,25
nm0949167,25
nm1366028,25
nm0000018,25
nm0576127,25
nm0579663,25
nm0534317,25
nm0860292,25
nm0000634,25
nm0001715,25
nm0001330,25
nm0943978,25
nm0816143,25
nm0618057,25
nm0462407,25
nm0876300,25
nm0073875,25
nm0001602,25
nm0001592,25
nm0095478,25
nm0540338,25
nm0000061,25
nm0001452,25
nm0470385,25
nm0490708,25
nm0046575,25
nm0459552,25
nm0945897,25
nm0169505,25
nm0000741,25
nm0725543,25
nm0001815,25
nm0710020,25
nm0000546,25
nm0000388,25
nm0000352,25
nm0000284,25
nm0592135,25
nm1502434,25
nm0508732,25
nm0001467,25
nm0005541,25
nm0782968,25
nm0000120,25
nm0929489,25
nm0004423,25
nm1410028,25
nm0106835,25
nm0326512,25
nm0000172,25
nm0000619,25
nm0000514,25
nm0001606,25
nm0744834,25
nm0586568,25
nm0488917,25
nm5039026,25
nm0899121,25
nm0250813,25
nm0559444,25
nm0001082,25
nm0000885,25
nm0000245,25
nm0000255,25
nm0001745,25
nm1818216,25
nm1486911,25
nm0435534,25
nm0000129,25
nm0000174,25
nm0309945,25
nm1323233,25
nm1416431,25
nm0246404,25
nm0004747,25
nm0169260,25
nm0423134,25
nm0000799,25
nm2973712,25
nm0001652,25
nm0001626,25
nm0677037,25
nm0565336,25
nm0729304,25
nm2594301,25
nm2540053,25
nm3222518,25
nm1244760,25
nm0000685,25
nm0005883,25
nm0440913,25
nm0749363,25
nm0491011,25
nm0088471,25
nm0001067,25
nm0588033,25
nm0042317,25
nm0080930,25
nm0000060,25
nm0576345,25
nm0653942,25
nm0612322,25
nm0285210,25
nm0000037,25
nm0640307,25
nm0337582,25
nm0000026,25
nm0000051,25
nm0437520,25
nm0385443,25
nm0848984,25
nm0000532,25
nm0535861,25
nm0060988,25
nm0165049,25
nm0375738,25
nm0001158,25
nm0516972,25
nm0843213,25
nm0725220,25
nm0002009,25
nm0005910,25
nm0536009,25
nm0821543,25
nm0001120,25
nm0534045,25
nm0000064,25
nm0056477,25
nm0151452,25
nm0000493,25
nm0001827,25
nm0106840,25
nm0000874,25
nm0372942,25
nm0000080,25
nm0001072,25
nm0542534,25
nm0002144,25
nm0000075,25
nm0000044,25
nm0001847,25
nm0001050,25
nm0000048,25
nm0921532,25
nm0005922,25
nm0000249,25
nm0001852,25
nm0000564,25
nm0000063,25
nm0370144,25
nm0004122,25
nm0002154,25
nm0297054,25
nm0459030,25
nm0000056,25
nm0000602,25
nm0001727,25
nm0001164,25
nm0001351,25
nm0082300,25
nm0680635,25
nm0001291,25
nm0001653,25
nm0290581,25
nm0530365,25
nm0454120,25
nm0309107,25
nm0594271,25
nm0218760,25
nm0000348,25
nm0706368,25
nm0858329,25
nm0000438,25
nm0000165,25
nm0004976,25
nm0001016,25
nm0753526,25
nm0000983,25
nm1071252,25
nm0000353,25
nm0721675,25
nm0000358,25
nm0200452,25
nm0001354,25
nm2872491,25
nm0339351,25
nm0867391,25
nm0005458,25
nm0334318,25
nm0005068,25
nm0362165,25
nm0052333,25
nm0052343,25
nm0004486,25
nm0559890,25
nm0386570,25
nm0251536,25
nm1002038,25
nm0476334,25
nm2020015,25
nm0000560,25
nm0249291,25
nm3294574,25
nm0233561,25
nm1724319,25
nm0885014,25
nm0192942,25
nm0121724,25
nm0798564,25
nm0075551,25
nm0776914,25
nm0773138,25
nm0005403,25
nm0766005,25
nm2700235,25
nm2082813,25
nm0273832,25
nm0000022,25
nm0939992,25
nm0000912,25
nm0821041,25
nm0107795,25
nm0523932,25
nm0501872,25
nm0404158,25
nm0392529,25
nm0071636,25
nm0001379,25
nm0871252,25
nm0001695,25
nm0201857,25
nm0706567,25
nm0002728,25
nm0605270,25
nm0000169,25
nm0000849,25
nm0000982,25
nm0000437,25
nm0565092,25
nm1212331,25
nm0005219,25
nm4043618,25
nm1212722,25
nm8188622,25
nm1745190,25
nm0714698,25
nm0821432,25
nm0412588,25
nm0661406,25
nm0309693,25
nm1725469,25
nm0136260,25
nm0515201,25
nm0000537,25
nm0001258,25
nm0000277,25
nm0598971,25
nm0889024,25
nm0886870,25
nm0525793,25
nm0005901,25
nm0753479,25
nm0945522,25
nm0945499,25
nm0001537,25
nm0191950,25
nm0002369,25
nm1706767,25
nm1010540,25
nm0067789,25
nm2835616,25
nm1126657,25
nm0990547,25
nm0000147,25
nm0005714,25
nm0005286,25
nm0255278,25
nm0586969,25
nm0797889,25
nm0855417,25
nm0628704,25
nm0753480,25
nm0000614,25
nm0001817,25
nm0861636,25
nm0330379,25
nm0000125,25
nm0001186,25
nm0000621,25
nm0000979,25
nm0202966,25
nm0557956,25
nm0484111,25
nm0000432,25
nm0001321,25
nm0120317,25
nm0000554,25
nm0000156,25
nm0000024,25
nm0212246,25
nm0075015,25
nm0152469,25
nm0001037,25
nm0000092,25
nm0001385,25
nm0000416,25
nm0001402,25
nm0001589,25
nm0286926,25
nm0925214,25
nm0613364,25
nm0813272,25
nm0125730,25
nm1276196,25
nm0559452,25
nm0619870,25
nm0268488,25
nm0006498,25
nm0520164,25
nm0001801,25
nm0263172,25
nm0002166,25
nm0504380,25
nm0000036,25
nm0444172,25
nm0175068,25
nm0369841,25
nm0223964,25
nm0002231,25
nm0001187,25
nm0271026,25
nm0000988,25
nm0000136,25
nm0001691,25
nm0837386,25
nm0000474,25
nm0000630,25
nm0000439,25
nm1940449,25
nm0941777,25
nm3478396,25
nm0770938,25
nm2919995,25
nm0352778,25
nm0085400,25
nm2155757,25
nm0252230,25
nm0931324,25
nm1055413,25
nm0117709,25
nm0604948,25
nm1256532,25
nm0125336,25
nm1858656,25
nm0000763,25
nm0545298,25
nm0943758,25
nm0437969,25
nm0326418,25
nm0085038,25
nm0000005,25
nm0005815,25
nm0389580,25
nm0000059,25
nm0000442,25
nm0001579,25
nm0266684,25
nm0547349,25
nm0001065,25
nm0004874,25
nm0400954,25
nm0853238,25
nm0337676,25
nm0350453,25
nm0396558,25
nm0490147,25
nm0023832,25
nm2450453,25
nm2262509,25
nm0334882,25
nm0823435,25
nm0021948,25
nm0801184,25
nm0001017,25
nm0335788,25
nm0000406,25
nm0005377,25
nm2655177,25
nm0194446,25
nm1027682,25
nm0841501,25
nm0615306,25
nm0906618,25
nm1033900,25
nm0000345,25
nm0000422,25
nm0000114,25
nm0682066,25
nm0147070,25
nm0267650,25
nm0807667,25
nm0809548,25
nm0934902,25
nm0847054,25
nm0411790,25
nm0858977,25
nm0175369,25
nm0439850,25
nm0907900,25
nm0000494,25
nm0000160,25
nm0001038,25
nm0248408,25
nm0346270,25
nm0006509,25
nm0370821,25
nm0512231,25
nm0036427,25
nm0604656,25
nm0001961,25
nm0481618,25
nm0503777,25
nm0861703,25
nm1978402,25
nm2437361,25
nm1367410,25
nm0918083,25
nm0001772,25
nm2933542,25
nm5016878,25
nm0108703,25
nm0002145,25
nm0001294,25
nm0000592,25
nm2535022,25
nm0174840,25
nm0552731,25
nm0898634,25
nm0483766,25
nm0678014,25
nm0059431,25
nm0742347,25
nm0641939,25
nm0473228,25
nm0001884,25
nm0087861,25
nm0005845,25
nm0521554,25
nm0000513,25
nm0001780,25
nm0000191,25
nm0001971,25
nm0001538,25
nm0571727,25
nm0000965,25
nm0920543,25
nm0388076,25
nm0531602,25
nm0370564,25
nm0000313,25
nm0252345,25
nm0691555,25
nm0803705,25
nm0741013,25
nm0001500,25
nm0001768,25
nm0000332,25
nm1796730,25
nm0004951,25
nm0738918,25
nm0652663,25
nm0000453,25
nm0135296,25
nm0229943,25
nm0529543,25
nm0753716,25
nm0213948,25
nm0176036,25
nm0000696,25
nm0000203,25
nm0000397,25
nm0005278,25
nm0001661,25
nm0317279,25
nm0000032,25
nm0000963,25
nm0000683,25
nm1235292,25
nm1323287,25
nm1138201,25
nm1646563,25
nm0001702,25
nm0000377,25
nm0001940,25
nm0331956,25
nm0386472,25
nm0000681,25
nm0000576,25
nm0747941,25
nm0000221,25
nm0000297,25
nm0705356,25
nm0342488,25
nm0002091,25
nm0382268,25
nm1104057,25
nm0124930,25
nm2395586,25
nm0272401,25
nm0761498,25
nm0001993,25
nm0468003,25
nm0846548,25
nm0315760,25
nm0744384,25
nm1125169,25
nm0044545,25
nm0000450,25
nm0051509,25
nm0402032,25
nm2756662,25
nm0614107,25
nm0002076,25
nm0002077,25
nm0602941,25
nm0000230,25
nm0949350,25
nm0001835,25
nm0702541,25
nm0000152,25
nm0846480,25
nm2124742,25
nm0002075,25
nm0154665,25
nm0492747,25
nm0000686,25
nm0007646,25
nm0352835,25
nm0552483,25
nm0754272,25
nm0309800,25
nm0001030,25
nm0001698,25
nm0714793,25
nm3057402,25
nm1542291,25
nm1010405,25
nm0314088,25
nm0247762,25
nm0001421,25
nm0001510,25
nm0134201,25
nm0668914,25
nm0000195,25
nm0254402,25
nm0864997,25
nm0000601,25
nm0748035,25
nm0005266,25
nm0005134,25
nm0907869,25
nm0000126,25
nm0001295,25
nm0002110,25
nm0933604,25
nm0918334,25
nm0293455,25
nm0000209,28
nm0000151,28
nm0006669,28
nm0001104,28
nm0000175,28
nm0555550,28
nm0722000,28
nm0000199,28
nm0000473,28
nm0000338,28
nm0748665,28
nm0000553,28
nm0000146,28
nm0001426,28
nm0328751,28
nm0000229,28
nm0001873,28
nm0527322,28
nm0596520,28
nm0548943,28
nm0000134,28
nm0000380,28
nm0000020,28
nm0001486,28
nm0741627,28
nm0746273,28
nm0000288,28
nm0001173,28
nm0000323,28
nm0634240,28
nm0634300,28
nm0275286,28
nm0650038,28
nm0651614,28
nm0000704,28
nm0001557,28
nm0089217,28
nm0001392,28
nm0909638,28
nm0101991,28
nm8662749,28
nm0000237,28
nm0000235,28
nm0000168,28
nm0000246,28
nm0000233,28
nm0000812,28
nm0004744,28
nm0579673,28
nm0513165,28
nm0000093,28
nm0001570,28
nm0000399,28
nm0657333,28
nm0880243,28
nm0068501,28
nm0149556,28
nm0000142,28
nm0908919,28
nm0898812,28
nm0342090,28
nm0761744,28
nm0000293,28
nm0000138,28
nm0330687,28
nm0680983,28
nm0913822,28
nm0858799,28
nm1421814,28
nm0005494,28
nm0000158,28
nm0000705,28
nm0000641,28
nm0000398,28
nm0000709,28
nm0744839,28
nm0277704,28
nm0823330,28
nm0564768,28
nm0000434,28
nm0000148,28
nm0001410,28
nm0000184,28
nm0476030,28
nm0821205,28
nm0000206,28
nm0000401,28
nm0005251,28
nm0915989,28
nm0905154,28
nm0905152,28
nm0005428,28
nm0000140,28
nm0000197,28
nm0077720,28
nm0325743,28
nm0913670,28
nm0774817,28
nm0000501,28
nm0000966,28
nm0000217,28
nm0683380,28
nm0005563,28
nm0477158,28
nm0000971,28
nm0105346,28
nm0274754,28
nm0708723,28
nm0576987,28
nm1130251,28
nm0053070,28
nm0001008,28
nm0882588,28
nm0000149,28
nm0501435,28
nm0001129,28
nm0848217,28
nm0102508,28
nm0768324,28
nm0233827,28
nm0000216,28
nm0000411,28
nm0001598,28
nm0000116,28
nm0000354,28
nm0001744,28
nm0122653,28
nm0734441,28
nm0117290,28
nm0330428,28
nm0506013,28
nm0848533,28
nm0368074,28
nm0396106,28
nm0000228,28
nm0138287,28
nm0465745,28
nm0003817,28
nm0001556,28
nm0001372,28
nm0883603,28
nm0005124,28
nm0840699,28
nm0000190,28
nm0004266,28
nm1567113,28
nm0643553,28
nm0001536,28
nm0609404,28
nm0000350,28
nm0000497,28
nm0443411,28
nm0571346,28
nm0554204,28
nm0000150,28
nm0000502,28
nm0000670,28
nm0000417,28
nm0301826,28
nm0134635,28
nm0000007,28
nm0000006,28
nm0002134,28
nm0258493,28
nm0258525,28
nm0462321,28
nm0004778,28
nm0288976,28
nm0367838,28
nm0071452,28
nm0764963,28
nm0361701,28
nm0000783,28
nm0000934,28
nm0607694,28
nm3225654,28
nm1886602,28
nm0001663,28
nm3227090,28
nm0089658,28
nm2615685,28
nm0484123,28
nm1490949,28
nm0926824,28
nm0001618,28
nm0001567,28
nm0000631,28
nm0291905,28
nm0517589,28
nm0629933,28
nm0001463,28
nm0000033,28
nm0825010,28
nm0191896,28
nm0000321,28
nm0001590,28
nm0000286,28
nm0001741,28
nm0003160,28
nm0568120,28
nm0653211,28
nm0454752,28
nm0000242,28
nm1184258,28
nm0340522,28
nm0000460,28
nm0000155,28
nm0591450,28
nm0731271,28
nm0941314,28
nm1133525,28
nm1082477,28
nm0619923,28
nm0865918,28
nm1457753,28
nm1552771,28
nm0000640,28
nm0587518,28
nm0380282,28
nm0041447,28
nm0001353,28
nm0000244,28
nm0000643,28
nm0795953,28
nm0140826,28
nm0318429,28
nm0000198,28
nm0000204,28
nm0000732,28
nm0000108,28
nm0484981,28
nm0002104,28
nm0000038,28
nm0371088,28
nm0094435,28
nm10113618,28
nm11306825,28
nm0188053,28
nm0738603,28
nm0413168,28
nm0424060,28
nm0753083,28
nm0000154,28
nm0001526,28
nm0908824,28
nm0202704,28
nm0480440,28
nm0001799,28
nm0001638,28
nm0000583,28
nm0007156,28
nm0737582,28
nm0001167,28
nm0000040,28
nm0722636,28
nm0442241,28
nm0550881,28
nm0001371,28
nm0951763,28
nm0005036,28
nm0000299,28
nm0849083,28
nm0452878,28
nm0307531,28
nm0004056,28
nm0230032,28
nm0606640,28
nm4752699,28
nm0177896,28
nm5939164,28
nm0680846,28
nm0798788,28
nm8823532,28
nm5147232,28
nm3356206,28
nm2929057,28
nm0588087,28
nm2159926,28
nm2794962,28
nm0991810,28
nm2130108,28
nm0709056,28
nm0745247,28
nm0520488,28
nm0032696,28
nm0000375,28
nm0262635,28
nm0749263,28
nm1165110,28
nm0751577,28
nm0751648,28
nm1321655,28
nm1321656,28
nm0498278,28
nm0305558,28
nm0000973,28
nm0005513,28
nm0017690,28
nm0026565,28
nm0711235,28
nm0004937,28
nm0910607,28
nm0913488,28
nm0399737,28
nm0767894,28
nm0792049,28
nm0362766,28
nm0772834,28
nm0841797,28
nm0000697,28
nm0102818,28
nm0451148,28
nm0534856,28
nm1587175,28
nm0386246,28
nm0006765,28
nm2746459,28
nm0997224,28
nm0661791,28
nm0000018,28
nm0576127,28
nm0579663,28
nm0364805,28
nm0001715,28
nm0816143,28
nm0003697,28
nm0073875,28
nm0927270,28
nm0001592,28
nm0095478,28
nm0865189,28
nm0865297,28
nm0000061,28
nm0475823,28
nm0394967,28
nm0169505,28
nm0000741,28
nm0923736,28
nm0402950,28
nm0000546,28
nm0000388,28
nm0000352,28
nm2010670,28
nm1502434,28
nm2371802,28
nm2375857,28
nm1733243,28
nm0002336,28
nm0602885,28
nm0000995,28
nm0001467,28
nm0005541,28
nm0004716,28
nm0914615,28
nm0922279,28
nm3032965,28
nm4318159,28
nm0000701,28
nm0004423,28
nm0327273,28
nm0442109,28
nm0106835,28
nm0326512,28
nm0000172,28
nm0000619,28
nm0000514,28
nm0001606,28
nm1208167,28
nm0744834,28
nm2105585,28
nm1011849,28
nm0442337,28
nm0001082,28
nm0301274,28
nm1578335,28
nm0000255,28
nm0001745,28
nm0001814,28
nm1486911,28
nm1410815,28
nm0472567,28
nm0000129,28
nm0000174,28
nm2676052,28
nm0258390,28
nm0185976,28
nm1098479,28
nm4034068,28
nm0246404,28
nm0566919,28
nm0000301,28
nm0004747,28
nm0005222,28
nm0050332,28
nm0169260,28
nm0423134,28
nm0000799,28
nm0001626,28
nm0565336,28
nm0729304,28
nm0080289,28
nm0000685,28
nm0000520,28
nm0440913,28
nm0000466,28
nm0652226,28
nm0000060,28
nm0612322,28
nm0497369,28
nm0285210,28
nm0001587,28
nm0001666,28
nm0002045,28
nm0006085,28
nm0000026,28
nm0001693,28
nm0000051,28
nm0499626,28
nm0000532,28
nm0165049,28
nm0534045,28
nm0000493,28
nm0224634,28
nm0549658,28
nm0443599,28
nm0106840,28
nm0000201,28
nm0000874,28
nm0000361,28
nm0000231,28
nm0001328,28
nm0372942,28
nm0542534,28
nm0002144,28
nm0000044,28
nm0001847,28
nm0006452,28
nm0542631,28
nm0000485,28
nm0266239,28
nm0000249,28
nm0001527,28
nm0000564,28
nm0000063,28
nm0370144,28
nm0818545,28
nm0690143,28
nm0000056,28
nm0000602,28
nm0082300,28
nm0680539,28
nm0680635,28
nm0574625,28
nm0384294,28
nm0290581,28
nm0868219,28
nm1973308,28
nm0190859,28
nm0622838,28
nm0868872,28
nm0000348,28
nm0000438,28
nm0000165,28
nm0326040,28
nm0004976,28
nm0001016,28
nm0000435,28
nm0001122,28
nm0000353,28
nm0910237,28
nm0200452,28
nm0000759,28
nm0801737,28
nm0526917,28
nm0783280,28
nm0005458,28
nm0334318,28
nm0005068,28
nm0005363,28
nm0891216,28
nm0251536,28
nm2020015,28
nm1699911,28
nm0000560,28
nm0249291,28
nm0607185,28
nm0640334,28
nm3294574,28
nm0233561,28
nm0640345,28
nm0004802,28
nm1724319,28
nm0268380,28
nm0885014,28
nm0192942,28
nm0121724,28
nm0921853,28
nm0303922,28
nm0429069,28
nm0766005,28
nm0655053,28
nm2700235,28
nm2082813,28
nm0273832,28
nm0000022,28
nm0281808,28
nm0939992,28
nm0000912,28
nm0821041,28
nm0087533,28
nm0572492,28
nm0000879,28
nm0000581,28
nm0953123,28
nm0201857,28
nm0079065,28
nm0423122,28
nm0000849,28
nm0000982,28
nm0000437,28
nm0001053,28
nm0001054,28
nm0565092,28
nm0748784,28
nm1103781,28
nm0607865,28
nm0436164,28
nm1212331,28
nm1329482,28
nm0005219,28
nm0270559,28
nm4043618,28
nm3918035,28
nm1212722,28
nm1218281,28
nm0571344,28
nm1273099,28
nm0228492,28
nm2443562,28
nm0714698,28
nm0821432,28
nm8748334,28
nm3360218,28
nm4401003,28
nm0412588,28
nm0661406,28
nm1469236,28
nm0309693,28
nm0358960,28
nm0136260,28
nm10663088,28
nm0515201,28
nm0000537,28
nm0001258,28
nm0000277,28
nm0836328,28
nm0165412,28
nm0525793,28
nm0167241,28
nm0945499,28
nm0270458,28
nm0863374,28
nm1706767,28
nm3053338,28
nm1010540,28
nm0067789,28
nm4265383,28
nm2110175,28
nm0854991,28
nm0000147,28
nm0365208,28
nm1003922,28
nm0005286,28
nm0001057,28
nm0796117,28
nm0005086,28
nm0578814,28
nm0000107,28
nm0000436,28
nm0255278,28
nm0001338,28
nm0586969,28
nm0622296,28
nm0797889,28
nm0855417,28
nm0361683,28
nm0001532,28
nm0835732,28
nm0211823,28
nm0330379,28
nm0915226,28
nm0000125,28
nm0090151,28
nm0583675,28
nm0000621,28
nm0202966,28
nm0484111,28
nm0287759,28
nm0877274,28
nm0000432,28
nm0001321,28
nm0000554,28
nm0000368,28
nm0000156,28
nm0000341,28
nm0762674,28
nm0000186,28
nm0001732,28
nm0000232,28
nm0208381,28
nm0000092,28
nm0001402,28
nm0286926,28
nm0925214,28
nm0559452,28
nm0260556,28
nm0260557,28
nm0001159,28
nm0001801,28
