personId,name,birthYear,deathYear
nm0880521,Liv Ullmann,1938,NULL
nm0472234,Margaretha Krook,1925,2001
nm0085038,Gunnar Björnstrand,1909,1986
nm0000005,Ingmar Bergman,1918,2007
nm0921305,Lars Johan Werle,1926,2001
nm0005815,Sven Nykvist,1922,2006
nm0753276,Ulla Ryghe,1924,2011
nm0512482,Bibi Lindström,1904,1984
nm0389580,Michael Hogan,1893,1977
nm0000059,Laurence Olivier,1907,1989
nm0000021,Joan Fontaine,1917,2013
nm0000752,Judith Anderson,1897,1992
nm0238898,Daphne Du Maurier,1907,1989
nm0365661,Joan Harrison,1907,1994
nm0531878,Philip MacDonald,1901,1980
nm0006331,Vangelis,1943,2022
nm0000442,Rutger Hauer,1944,2019
nm0000707,Sean Young,1959,NULL
nm0001579,Edward James Olmos,1947,NULL
nm0266684,Hampton Fancher,1938,NULL
nm0001140,Philip K. Dick,1928,1982
nm0214303,Michael Deeley,1932,NULL
nm0005197,Des McAnuff,1952,NULL
nm0547349,Eli Marienthal,1986,NULL
nm0001065,Harry Connick Jr.,1967,NULL
nm0000098,Jennifer Aniston,1969,NULL
nm0004874,Vin Diesel,1967,NULL
nm0083348,Brad Bird,1957,NULL
nm0564827,Tim McCanlies,1953,NULL
nm0400954,Ted Hughes,1930,1998
nm0286715,Brent Forrester,1967,NULL
nm0007831,Allison Abbate,1965,NULL
nm0205626,Viola Davis,1965,NULL
nm1297015,Emma Stone,1988,NULL
nm0818055,Octavia Spencer,1970,NULL
nm0397171,Bryce Dallas Howard,1981,NULL
nm0853238,Tate Taylor,1969,NULL
nm3543826,Kathryn Stockett,NULL,NULL
nm0055431,Michael Barnathan,NULL,NULL
nm0001060,Chris Columbus,1958,NULL
nm0337676,Brunson Green,NULL,NULL
nm0467255,Andrew A. Kosove,NULL,NULL
nm0350453,Jake Gyllenhaal,1980,NULL
nm0502425,Melissa Leo,1960,NULL
nm3360706,Aaron Guzikowski,NULL,NULL
nm0204987,Kira Davis,NULL,NULL
nm0424663,Broderick Johnson,NULL,NULL
nm2221807,Adam Kolbrenner,NULL,NULL
nm0432725,Tom Holkenborg,1967,NULL
nm0000234,Charlize Theron,1975,NULL
nm0396558,Nicholas Hoult,1989,NULL
nm2368789,Zoë Kravitz,1988,NULL
nm0004306,George Miller,1945,NULL
nm0565068,Brendan McCarthy,NULL,NULL
nm0490147,Nick Lathouris,NULL,NULL
nm0593294,Doug Mitchell,NULL,NULL
nm0900840,P.J. Voeten,NULL,NULL
nm0023832,Mathieu Amalric,1965,NULL
nm0027572,Wes Anderson,1969,NULL
nm0959003,Stefan Zweig,1881,1942
nm2450453,Hugo Guinness,1959,NULL
nm0206154,Jeremy Dawson,NULL,NULL
nm2262509,Steven Rales,NULL,NULL
nm0306088,Esther García,1956,NULL
nm0334882,Darío Grandinetti,1959,NULL
nm0555404,María Marull,1973,NULL
nm0897640,Mónica Villa,1954,NULL
nm0823435,Diego Starosta,NULL,NULL
nm1167933,Damián Szifron,1975,NULL
nm2265326,Julian Loyola,NULL,NULL
nm1238855,Germán Servidio,1982,NULL
nm0021948,Agustín Almodóvar,1955,NULL
nm0000264,Pedro Almodóvar,1949,NULL
nm0801184,Robert L. Simpson,1910,1977
nm0002034,Jane Darwell,1879,1967
nm0001017,John Carradine,1906,1988
nm0335788,Charley Grapewin,1869,1956
nm0000406,John Ford,1894,1973
nm0425913,Nunnally Johnson,1897,1977
nm0825705,John Steinbeck,1902,1968
nm0339856,Jon Gregory,1944,2021
nm0000531,Frances McDormand,1957,NULL
nm0005377,Sam Rockwell,1968,NULL
nm2655177,Caleb Landry Jones,1989,NULL
nm1732981,Martin McDonagh,1970,NULL
nm0110357,Graham Broadbent,NULL,NULL
nm0194446,Peter Czernin,NULL,NULL
nm1023204,Ben Davis,1961,NULL
nm1027682,Frank Aderias,NULL,NULL
nm0841501,Mack Swain,1876,1935
nm0615306,Tom Murray,1873,1935
nm0675356,William P. Perry,NULL,NULL
nm0906618,Malcolm Waite,1892,1949
nm0354913,Georgia Hale,1900,1985
nm1033900,Jack Adams,1879,NULL
nm0250995,Ralph Eggleston,1965,2022
nm0000345,Billy Crystal,1948,NULL
nm0000422,John Goodman,1952,NULL
nm0316701,Mary Gibbs,1996,NULL
nm0000114,Steve Buscemi,1957,NULL
nm0798899,David Silverman,1957,NULL
nm0191717,Jill Culton,NULL,NULL
nm0682066,Jeff Pidgeon,1965,NULL
nm1193626,The Alloy Orchestra,NULL,NULL
nm0533045,Marion Mack,1902,1989
nm0147070,Glen Cavender,1883,1962
nm0267650,Jim Farley,1882,1947
nm0090213,Al Boasberg,1892,1937
nm0807667,Charles Henry Smith,1866,1942
nm0685904,William Pittenger,1840,1904
nm0809548,Paul Gerard Smith,1894,1968
nm0325358,Mark Goldblatt,NULL,NULL
nm0934902,Paul Winfield,1939,2004
nm0794174,Hisao Shirai,1946,2019
nm0847054,Hitoshi Takagi,1925,2004
nm0383022,Noriko Hidaka,1962,NULL
nm0757076,Chika Sakamoto,1959,NULL
nm0411790,Shigesato Itoi,1948,NULL
nm1147210,Mark Henley,1955,NULL
nm0858977,Jameson Thomas,1888,1939
nm0001055,Claudette Colbert,1903,1996
nm0175369,Walter Connolly,1887,1940
nm0439850,Roscoe Karns,1891,1970
nm0728307,Robert Riskin,1897,1955
nm0011343,Samuel Hopkins Adams,1871,1958
nm0907900,Joseph Walker,1892,1985
nm0369879,Gene Havlick,1894,1959
nm0000494,Robert Sean Leonard,1969,NULL
nm0000160,Ethan Hawke,1970,NULL
nm0001038,Josh Charles,1971,NULL
nm0776114,Tom Schulman,1950,NULL
nm0353187,Steven Haft,NULL,NULL
nm0432625,Paul Junger Witt,1941,2018
nm0859597,Tony Thomas,1948,NULL
nm0702036,Fernando Pérez Unda,NULL,NULL
nm0248408,Emilio Echevarría,NULL,NULL
nm0865949,Goya Toledo,1969,NULL
nm0346270,Álvaro Guerrero,NULL,NULL
nm0327944,Alejandro G. Iñárritu,1963,NULL
nm0037247,Guillermo Arriaga,1958,NULL
nm0763395,Gustavo Santaolalla,1951,NULL
nm0006509,Rodrigo Prieto,1965,NULL
nm0136057,Luis Carballar,NULL,NULL
nm0903125,Maria von Trapp,1905,1987
nm0000267,Julie Andrews,1935,NULL
nm0662223,Eleanor Parker,1922,2013
nm0370821,Richard Haydn,1905,1985
nm0936404,Robert Wise,1914,2005
nm0403346,Georg Hurdalek,1908,1980
nm0512231,Howard Lindsay,1889,1968
nm0189496,Russel Crouse,1893,1966
nm0000795,Jean Arthur,1900,1991
nm0036427,Edward Arnold,1890,1956
nm0118227,Sidney Buchman,1902,1975
nm0287931,Lewis R. Foster,1898,1974
nm0175333,Myles Connolly,1897,1964
nm0896542,King Vidor,1894,1982
nm0000023,Judy Garland,1922,1969
nm0604656,Frank Morgan,1890,1949
nm0001961,Ray Bolger,1904,1987
nm0481618,Bert Lahr,1895,1967
nm0503777,Mervyn LeRoy,1900,1987
nm0851537,Norman Taurog,1899,1981
nm0861703,Richard Thorpe,1896,1991
nm0161200,Chung-hoon Chung,1970,NULL
nm1195119,Kim Min-hee,1982,NULL
nm1978402,Ha Jung-woo,1978,NULL
nm2437361,Cho Jin-woong,1976,NULL
nm0600668,Moon So-ri,1974,NULL
nm1258797,Sarah Waters,1966,NULL
nm1941029,Chung Seo-kyung,1975,NULL
nm1367410,Syd Lim,NULL,NULL
nm0423280,Jo Yeong-wook,1962,NULL
nm0918083,Len Wein,1948,2017
nm0001772,Patrick Stewart,1940,NULL
nm6748436,Dafne Keen,2005,NULL
nm2933542,Boyd Holbrook,1981,NULL
nm0291082,Scott Frank,1960,NULL
nm0338169,Michael Green,1973,NULL
nm0739661,John Romita Sr.,1930,NULL
nm0859471,Roy Thomas,1940,NULL
nm0169299,Danny Cohen,NULL,NULL
nm0488953,Brie Larson,1989,NULL
nm5016878,Jacob Tremblay,2006,NULL
nm0108703,Sean Bridgers,1968,NULL
nm0187724,Wendy Crewson,1956,NULL
nm1049433,Lenny Abrahamson,1966,NULL
nm1480980,Emma Donoghue,1969,NULL
nm3510918,David Gross,NULL,NULL
nm0347384,Ed Guiney,NULL,NULL
nm0719673,Stephen Rennicks,NULL,NULL
nm0885098,Alida Valli,1921,2006
nm0002145,Trevor Howard,1913,1988
nm0715346,Carol Reed,1906,1976
nm0001294,Graham Greene,1904,1991
nm0466099,Alexander Korda,1893,1956
nm0005761,Robert Krasker,1913,1981
nm0353091,Oswald Hafenrichter,1899,1973
nm0357421,Gerry Hambling,1926,2013
nm0000592,Pete Postlethwaite,1946,2011
nm0188949,Alison Crosbie,NULL,NULL
nm2535022,Philip King,NULL,NULL
nm0006487,Jim Sheridan,1949,NULL
nm0174840,Gerry Conlon,1954,2014
nm0313623,Terry George,1952,NULL
nm0002303,Trevor Jones,1949,NULL
nm0084695,Peter Biziou,1944,NULL
nm0552731,Mardik Martin,1934,2019
nm0001550,Cathy Moriarty,1960,NULL
nm0898634,Frank Vincent,1937,2017
nm0483766,Jake LaMotta,1922,2017
nm0141734,Joseph Carter,1912,1984
nm0678014,Peter Savage,1920,1981
nm0005476,Hilary Swank,1974,NULL
nm0059431,Jay Baruchel,1982,NULL
nm0353673,Paul Haggis,1953,NULL
nm0101801,F.X. Toole,1930,2002
nm0742347,Tom Rosenberg,NULL,NULL
nm0827869,Tom Stern,1946,NULL
nm0641939,Ryan O'Neal,1941,NULL
nm0001943,Marisa Berenson,1947,NULL
nm0473228,Hardy Krüger,1928,2022
nm0856842,William Makepeace Thackeray,1811,1863
nm0493339,Tony Lawson,1944,NULL
nm0010553,Ken Adam,1921,2016
nm0539990,Bill Malley,NULL,NULL
nm0001884,Max von Sydow,1929,2020
nm0000304,Linda Blair,1959,NULL
nm0001243,William Friedkin,1935,NULL
nm0087861,William Peter Blatty,1928,2017
nm0005845,Owen Roizman,1936,2023
nm0310797,Norman Gay,NULL,NULL
nm0521554,Evan A. Lottman,1931,2001
nm0000513,William H. Macy,1950,NULL
nm0001780,Peter Stormare,1953,NULL
nm0374511,Rick Heinrichs,NULL,NULL
nm0386227,Masahiro Hirakubo,NULL,NULL
nm0000191,Ewan McGregor,1971,NULL
nm0001971,Ewen Bremner,1972,NULL
nm0001538,Jonny Lee Miller,1972,NULL
nm0571727,Kevin McKidd,1973,NULL
nm0000965,Danny Boyle,1956,NULL
nm0920543,Irvine Welsh,1958,NULL
nm0388076,John Hodge,1964,NULL
nm0531602,Andrew Macdonald,1966,NULL
nm0005909,Brian Tufano,1939,2023
nm0002185,Malcolm Arnold,1921,2006
nm0370564,Sessue Hayakawa,1886,1973
nm0099541,Pierre Boulle,1912,1994
nm0286025,Carl Foreman,1914,1984
nm0000313,Jeff Bridges,1949,NULL
nm0000194,Julianne Moore,1960,NULL
nm0177504,Tricia Cooke,1965,NULL
nm0526456,P.A. Lundgren,1911,2002
nm0252345,Bengt Ekerot,1920,1971
nm0691555,Nils Poppe,1908,2000
nm0252321,Allan Ekelund,1918,2009
nm0635059,Erik Nordgren,1913,1992
nm0005705,Gunnar Fischer,1910,2011
nm0906307,Lennart Wallén,1914,1967
nm0803705,Victor Sjöström,1879,1960
nm0862026,Ingrid Thulin,1926,2004
nm0741013,Oscar Rosander,1901,1971
nm0349023,Gittan Gustafsson,1924,2003
nm0077086,Leonard Bernstein,1918,1990
nm0001500,Karl Malden,1912,2009
nm0001768,Rod Steiger,1925,2002
nm0001415,Elia Kazan,1909,2003
nm0775977,Budd Schulberg,1914,2009
nm0425711,Malcolm Johnson,1904,1976
nm0802563,Robert Siodmak,1900,1973
nm0345991,Andrea Guerra,1961,NULL
nm0000332,Don Cheadle,1964,NULL
nm0645683,Sophie Okonedo,1968,NULL
nm1796730,Xolani Mali,NULL,NULL
nm0669311,Keir Pearson,NULL,NULL
nm0457715,A. Kitman Ho,1950,NULL
nm2148374,Afro Celt Sound System,NULL,NULL
nm0340003,Rupert Gregson-Williams,1967,NULL
nm0004951,Brad Garrett,1960,NULL
nm0738918,Lou Romano,1972,NULL
nm0652663,Patton Oswalt,1969,NULL
nm0000453,Ian Holm,1931,2020
nm0684342,Jan Pinkava,1963,NULL
nm0135296,Jim Capobianco,1969,NULL
nm1486235,Emily Cook,NULL,NULL
nm1271884,Kathy Greenberg,NULL,NULL
nm0322204,Baptiste Glaymann,NULL,NULL
nm0000365,Julie Delpy,1969,NULL
nm0229943,Vernon Dobtcheff,1934,NULL
nm1195302,Louise Lemoine Torrès,NULL,NULL
nm0000500,Richard Linklater,1960,NULL
nm0471811,Kim Krizan,1961,NULL
nm0908323,Anne Walker-McBay,NULL,NULL
nm0199679,Lee Daniel,1962,NULL
nm0010471,Sandra Adair,1952,NULL
nm0529543,Jean-Pierre Léaud,1944,NULL
nm0753716,Albert Rémy,1915,1967
nm0561158,Claire Maurier,1929,NULL
nm0213948,Guy Decomble,1910,1964
nm0000076,François Truffaut,1932,1984
nm0610115,Marcel Moussy,1924,1995
nm0176036,Jean Constantin,1923,1997
nm0005684,Henri Decaë,1915,1987
nm0950391,Marie-Josèphe Yoyotte,1929,2017
nm0006217,Jack Nitzsche,1937,2000
nm0000696,Wil Wheaton,1972,NULL
nm0000203,River Phoenix,1970,1993
nm0000397,Corey Feldman,1971,NULL
nm0005278,Jerry O'Connell,1974,NULL
nm0001661,Rob Reiner,1947,NULL
nm0317279,Raynold Gideon,NULL,NULL
nm0262595,Bruce A. Evans,1946,NULL
nm0770650,Andrew Scheinman,1948,NULL
nm0067103,S.N. Behrman,1893,1973
nm0000032,Charlton Heston,1923,2008
nm0000963,Stephen Boyd,1931,1977
nm0361823,Haya Harareet,1931,2021
nm0908753,Lew Wallace,1827,1905
nm0876562,Karl Tunberg,1909,1992
nm0000683,Gore Vidal,1925,2012
nm1396406,Jong-yun No,NULL,NULL
nm1235292,Kim Sang-kyung,1972,NULL
nm1323287,Roe-ha Kim,1965,NULL
nm1138201,Jae-ho Song,1937,2020
nm1323286,Kwang-rim Kim,NULL,NULL
nm1646563,Sung-bo Shim,NULL,NULL
nm0149223,Seoung-Jae Cha,NULL,NULL
nm0453617,Moo-Ryoung Kim,NULL,NULL
nm0001702,Roy Scheider,1932,2008
nm0000377,Richard Dreyfuss,1947,NULL
nm0308882,Lorraine Gary,1937,NULL
nm0001940,Peter Benchley,1940,2006
nm0331956,Carl Gottlieb,1938,NULL
nm0113360,David Brown,1916,2010
nm0005573,Richard D. Zanuck,1934,2012
nm1813015,Kaki King,1979,NULL
nm0386472,Emile Hirsch,1985,NULL
nm0000681,Vince Vaughn,1970,NULL
nm0001416,Catherine Keener,1959,NULL
nm0001315,Marcia Gay Harden,1959,NULL
nm0000576,Sean Penn,1960,NULL
nm1040556,Jon Krakauer,1954,NULL
nm0688361,Bill Pohlad,NULL,NULL
nm0111649,Michael Brook,1952,NULL
nm0747941,Bruno Rubeo,1946,2011
nm0000221,Charlie Sheen,1965,NULL
nm0000297,Tom Berenger,1949,NULL
nm0000016,Georges Delerue,1925,1992
nm0800943,Claire Simpson,NULL,NULL
nm0006035,Alexandre Desplat,1961,NULL
nm0705356,Daniel Radcliffe,1989,NULL
nm0914612,Emma Watson,1990,NULL
nm0342488,Rupert Grint,1988,NULL
nm0002091,Michael Gambon,1940,NULL
nm0946734,David Yates,1963,NULL
nm0460141,Steve Kloves,1960,NULL
nm0746830,J.K. Rowling,1965,NULL
nm0057655,David Barron,1954,NULL
nm0382268,David Heyman,1961,NULL
nm1104057,Adam F. Goldberg,1976,NULL
nm0124930,Gerard Butler,1969,NULL
nm2395586,Christopher Mintz-Plasse,1989,NULL
nm0272401,Craig Ferguson,1962,NULL
nm0213450,Dean DeBlois,1970,NULL
nm0761498,Chris Sanders,1962,NULL
nm0204030,Will Davies,NULL,NULL
nm2441763,Cressida Cowell,NULL,NULL
nm0405190,Marc Hyman,NULL,NULL
nm0690720,Giuseppe Ponturo,NULL,NULL
nm0001993,Vincent Cassel,1966,NULL
nm0468003,Hubert Koundé,1970,NULL
nm0846548,Saïd Taghmaoui,1973,NULL
nm0315760,Abdel Ahmed Ghili,NULL,NULL
nm0744384,Christophe Rossignon,NULL,NULL
nm1125169,Assassin,NULL,NULL
nm0044545,Pierre Aïm,1959,NULL
nm0829054,Scott Stevenson,NULL,NULL
nm0000450,Philip Seymour Hoffman,1967,2014
nm0051509,Eric Bana,1968,NULL
nm0402032,Barry Humphries,1934,2023
nm0254178,Adam Elliot,1972,NULL
nm0177707,Melanie Coombs,1969,NULL
nm1244349,Dale Cornelius,NULL,NULL
nm2756662,Gerald Thompson,NULL,NULL
nm0614107,Bill Murphy,NULL,NULL
nm0398167,Niven Howie,NULL,NULL
nm0002076,Jason Flemyng,1966,NULL
nm0002077,Dexter Fletcher,1966,NULL
nm0602941,Nick Moran,1969,NULL
nm0400542,David A. Hughes,1960,NULL
nm0175722,Scott Conrad,NULL,NULL
nm0000230,Sylvester Stallone,1946,NULL
nm0001735,Talia Shire,1946,NULL
nm0949350,Burt Young,1940,NULL
nm0001835,Carl Weathers,1948,NULL
nm0000814,John G. Avildsen,1935,2017
nm0153590,Robert Chartoff,1933,2015
nm0006015,Bill Conti,1942,NULL
nm0185583,James Crabe,1931,1989
nm0248600,Andrea Eckert,1958,NULL
nm0702541,Hanno Pöschl,1949,NULL
nm0295947,Fred Frith,1949,NULL
nm0434222,Jan A.P. Kaczmarek,1953,NULL
nm0000152,Richard Gere,1949,NULL
nm0000260,Joan Allen,1956,NULL
nm0846480,Cary-Hiroyuki Tagawa,1950,NULL
nm2105255,Sarah Roemer,1984,NULL
nm0002120,Lasse Hallström,1946,NULL
nm2124742,Stephen P. Lindsey,NULL,NULL
nm0793881,Kaneto Shindô,1912,2012
nm0426440,Bill Johnson,NULL,NULL
nm2663731,Vicki Shigekuni Wong,NULL,NULL
nm0002075,Peter Finch,1916,1977
nm0154665,Paddy Chayefsky,1923,1981
nm0331907,Howard Gottfried,1923,2017
nm0492747,Elliot Lawrence,1925,2021
nm0000686,Christopher Walken,1943,NULL
nm0622288,Jeff Nathanson,1965,NULL
nm0007646,Frank Abagnale Jr.,1948,NULL
nm1127221,Stan Redding,NULL,NULL
nm0662748,Walter F. Parkes,1951,NULL
nm0606211,Mario Morra,1935,NULL
nm0352835,Brahim Hadjadj,NULL,NULL
nm0552483,Jean Martin,1922,2009
nm0754272,Yacef Saadi,1928,2021
nm0449197,Samia Kerbash,NULL,NULL
nm0690597,Gillo Pontecorvo,1919,2006
nm0758357,Franco Solinas,1927,1982
nm0616026,Antonio Musu,1916,1979
nm0309800,Marcello Gatti,1924,2013
nm0678911,John Peverall,1931,2009
nm0001030,John Cazale,1935,1978
nm0001698,John Savage,NULL,NULL
nm0001047,Michael Cimino,1939,2016
nm0913346,Deric Washburn,1937,NULL
nm0307311,Louis Garfinkle,1928,2005
nm0714793,Quinn K. Redeker,1936,2022
nm0828630,Michael Stevens,NULL,NULL
nm3057402,Bee Vang,1991,NULL
nm1542291,Christopher Carley,1978,NULL
nm3115704,Ahney Her,NULL,NULL
nm1010405,Nick Schenk,NULL,NULL
nm3164738,Dave Johannson,NULL,NULL
nm0314088,Bill Gerber,NULL,NULL
nm0520749,Robert Lorenz,NULL,NULL
nm0247762,Kyle Eastwood,1968,NULL
nm0006277,Lalo Schifrin,1932,NULL
nm0001421,George Kennedy,1925,2016
nm0001510,Strother Martin,1919,1980
nm0134201,J.D. Cannon,1922,2005
nm0742341,Stuart Rosenberg,1927,2007
nm0668914,Donn Pearce,1928,2017
nm0682757,Frank Pierson,1925,2012
nm0237543,Hal Dresner,1937,2023
nm0380670,Pembroke J. Herring,1930,2020
nm0000195,Bill Murray,1950,NULL
nm0000510,Andie MacDowell,1958,NULL
nm0254402,Chris Elliott,1960,NULL
nm0864997,Stephen Tobolowsky,1951,NULL
nm0000601,Harold Ramis,1944,2014
nm0748035,Danny Rubin,1957,NULL
nm0016603,Trevor Albert,NULL,NULL
nm0006070,George Fenton,1949,NULL
nm0007037,John Bailey,1942,NULL
nm0524796,Janet Lucroy,NULL,NULL
nm0005266,Craig T. Nelson,1944,NULL
nm0000456,Holly Hunter,1958,NULL
nm0005134,Jason Lee,1970,NULL
nm0907869,John Walker,1956,NULL
nm1285750,Andrew Jimenez,NULL,NULL
nm0510936,Patrick Lin,NULL,NULL
nm0236405,Julian Doyle,1942,NULL
nm0326364,John Goldstone,1943,NULL
nm0121431,Geoffrey Burgon,1941,2010
nm0556067,Chip Masamitsu,NULL,NULL
nm0000126,Kevin Costner,1955,NULL
nm0001521,Mary McDonnell,1952,NULL
nm0001295,Graham Greene,1952,NULL
nm0002110,Rodney A. Grant,1959,NULL
nm0086658,Michael Blake,1945,2015
nm0933604,Jim Wilson,NULL,NULL
nm0000290,John Barry,1933,2011
nm0005871,Dean Semler,1943,NULL
nm0398343,William Hoy,1955,NULL
nm0918334,Scott Weinger,1975,NULL
nm0488306,Linda Larkin,1970,NULL
nm0293455,Jonathan Freeman,1950,NULL
nm0166256,Ron Clements,1953,NULL
nm0615780,John Musker,1953,NULL
